256,1,1,1.0
256,1,2,1.9
256,1,4,3.8
256,1,8,7.5
256,1,16,15.0
256,1,32,28.5
256,1,64,45.4
256,1,128,58.3
256,1,256,53.2
256,1,512,48.8
256,1,1024,27.1
256,2,1,1.9
256,2,2,3.7
256,2,4,7.3
256,2,8,14.0
256,2,16,27.7
256,2,32,40.1
256,2,64,51.9
256,2,128,53.6
256,2,256,52.6
256,2,512,47.0
256,2,1024,0
256,4,1,3.1
256,4,2,6.2
256,4,4,12.2
256,4,8,22.2
256,4,16,33.1
256,4,32,32.5
256,4,64,35.1
256,4,128,38.6
256,4,256,39.0
256,4,512,0
256,4,1024,0
256,8,1,4.2
256,8,2,8.3
256,8,4,17.0
256,8,8,20.5
256,8,16,20.0
256,8,32,20.6
256,8,64,22.3
256,8,128,23.7
256,8,256,0
256,8,512,0
256,8,1024,0
256,16,1,5.3
256,16,2,10.1
256,16,4,10.4
256,16,8,10.0
256,16,16,11.5
256,16,32,13.2
256,16,64,12.5
256,16,128,0
256,16,256,0
256,16,512,0
256,16,1024,0
256,32,1,8.0
256,32,2,7.1
256,32,4,6.8
256,32,8,8.9
256,32,16,13.1
256,32,32,12.1
256,32,64,0
256,32,128,0
256,32,256,0
256,32,512,0
256,32,1024,0
256,64,1,5.5
256,64,2,5.2
256,64,4,5.9
256,64,8,9.3
256,64,16,7.0
256,64,32,0
256,64,64,0
256,64,128,0
256,64,256,0
256,64,512,0
256,64,1024,0
256,128,1,4.6
256,128,2,5.2
256,128,4,6.5
256,128,8,7.6
256,128,16,0
256,128,32,0
256,128,64,0
256,128,128,0
256,128,256,0
256,128,512,0
256,128,1024,0
256,256,1,4.6
256,256,2,4.9
256,256,4,5.3
256,256,8,0
256,256,16,0
256,256,32,0
256,256,64,0
256,256,128,0
256,256,256,0
256,256,512,0
256,256,1024,0
256,512,1,4.8
256,512,2,6.1
256,512,4,0
256,512,8,0
256,512,16,0
256,512,32,0
256,512,64,0
256,512,128,0
256,512,256,0
256,512,512,0
256,512,1024,0
256,1024,1,6.0
256,1024,2,0
256,1024,4,0
256,1024,8,0
256,1024,16,0
256,1024,32,0
256,1024,64,0
256,1024,128,0
256,1024,256,0
256,1024,512,0
256,1024,1024,0
512,1,1,1.0
512,1,2,1.9
512,1,4,3.8
512,1,8,7.5
512,1,16,15.2
512,1,32,29.3
512,1,64,41.3
512,1,128,48.2
512,1,256,45.2
512,1,512,53.4
512,1,1024,38.5
512,2,1,1.9
512,2,2,3.7
512,2,4,7.3
512,2,8,14.5
512,2,16,28.8
512,2,32,43.8
512,2,64,46.8
512,2,128,49.2
512,2,256,49.7
512,2,512,54.3
512,2,1024,0
512,4,1,2.5
512,4,2,4.9
512,4,4,9.9
512,4,8,20.6
512,4,16,30.7
512,4,32,28.9
512,4,64,30.4
512,4,128,32.5
512,4,256,37.4
512,4,512,0
512,4,1024,0
512,8,1,3.6
512,8,2,7.3
512,8,4,17.0
512,8,8,18.6
512,8,16,16.7
512,8,32,17.1
512,8,64,21.0
512,8,128,20.7
512,8,256,0
512,8,512,0
