512,1,9.61256
544,1,9.686763
576,1,9.709212
608,1,9.775898
640,1,9.87618
672,1,9.88015
704,1,9.90821
736,1,9.934683
768,1,9.927782
800,1,9.894389
832,1,9.927882
864,1,9.987845
896,1,9.981838
928,1,10.012619
960,1,10.04305
992,1,10.033047
1024,1,9.920559
1056,1,10.042625
1088,1,10.013727
1120,1,10.06181
1152,1,10.088397
1184,1,10.078528
1216,1,10.100362
1248,1,10.122426
1280,1,10.062334
1312,1,9.599184
1344,1,9.216098
1376,1,8.651113
1408,1,9.651652
1440,1,8.71121
1472,1,9.14004
1504,1,9.776097
512,2,18.525434
544,2,17.985017
576,2,17.895381
608,2,18.773132
640,2,18.707943
672,2,18.917511
704,2,19.283336
736,2,19.07111
768,2,19.175467
800,2,19.156831
832,2,18.90608
864,2,18.719926
896,2,19.39154
928,2,19.44405
960,2,19.527515
992,2,19.565622
1024,2,19.620484
1056,2,19.651971
1088,2,19.480226
1120,2,19.496222
1152,2,19.699664
1184,2,19.800877
1216,2,19.726141
1248,2,19.783837
1280,2,19.790717
1312,2,14.689075
1344,2,16.474731
1376,2,18.630566
1408,2,17.988295
1440,2,15.460293
1472,2,18.750786
1504,2,15.829658
512,3,26.482603
544,3,25.980069
576,3,26.411321
608,3,26.412795
640,3,26.653244
672,3,27.106295
704,3,26.698933
736,3,27.845431
768,3,26.591966
800,3,27.641379
832,3,27.810693
864,3,28.425218
896,3,28.696939
928,3,28.115935
960,3,27.434902
992,3,28.122107
1024,3,28.255327
1056,3,28.48454
1088,3,28.128519
1120,3,28.799982
1152,3,27.995179
1184,3,28.657219
1216,3,28.801175
1248,3,29.59199
1280,3,29.094686
1312,3,25.109079
1344,3,20.162461
1376,3,26.533683
1408,3,26.104361
1440,3,28.322455
1472,3,26.916799
1504,3,26.781886
512,4,33.089983
544,4,34.408238
576,4,34.978169
608,4,35.459945
640,4,35.338448
672,4,34.077051
704,4,35.804021
736,4,38.11314
768,4,38.144988
800,4,37.048033
832,4,35.927157
864,4,36.936098
896,4,37.711623
928,4,37.310199
960,4,28.838389
992,4,38.325378
1024,4,17.049986
1056,4,36.575006
1088,4,33.490314
1120,4,37.836809
1152,4,38.595842
1184,4,37.159413
1216,4,39.42106
1248,4,39.201893
1280,4,39.183241
1312,4,33.09561
1344,4,22.62306
1376,4,24.497287
1408,4,34.870532
1440,4,33.778867
1472,4,26.587161
1504,4,32.707906
512,5,36.298158
544,5,37.52967
576,5,38.866978
608,5,37.608165
640,5,40.698309
672,5,40.322375
704,5,20.816812
736,5,41.298146
768,5,41.531001
800,5,40.419379
832,5,42.68952
864,5,35.259911
896,5,42.971206
928,5,43.213205
960,5,43.925464
992,5,44.038448
1024,5,44.01825
1056,5,43.84537
1088,5,44.12719
1120,5,44.838034
1152,5,44.621369
1184,5,44.355131
1216,5,45.175377
1248,5,44.350497
1280,5,45.254888
1312,5,24.638128
1344,5,25.39203
1376,5,39.854603
1408,5,44.607628
1440,5,26.606776
1472,5,33.04354
1504,5,28.649474
512,6,44.317521
544,6,45.859345
576,6,45.424967
608,6,47.758414
640,6,49.489208
672,6,50.816639
704,6,50.852021
736,6,51.879122
768,6,50.949864
800,6,51.347383
832,6,52.193605
864,6,52.532244
896,6,52.738196
928,6,53.647343
960,6,53.80085
992,6,51.021107
1024,6,53.708847
1056,6,53.281319
1088,6,53.877121
1120,6,49.58426
1152,6,53.912016
1184,6,28.77202
1216,6,54.898644
1248,6,53.168694
1280,6,54.335996
1312,6,26.924988
1344,6,30.926648
1376,6,50.760554
1408,6,46.020277
1440,6,33.765917
1472,6,45.162233
1504,6,50.53403
512,7,43.58699
544,7,44.315942
576,7,46.89764
608,7,47.243349
640,7,50.729872
672,7,49.876258
704,7,51.693656
736,7,52.194234
768,7,52.756042
800,7,52.033342
832,7,53.159052
864,7,53.124809
896,7,55.738121
928,7,55.278344
960,7,53.40304
992,7,39.032751
1024,7,57.423804
1056,7,52.894423
1088,7,47.692732
1120,7,58.071815
1152,7,59.265003
1184,7,55.282175
1216,7,54.698143
1248,7,59.973218
1280,7,60.641402
1312,7,27.411234
1344,7,39.741384
1376,7,32.790314
1408,7,53.489548
1440,7,36.164046
1472,7,36.098394
1504,7,32.617153
512,8,28.939053
544,8,29.695653
576,8,56.425699
608,8,56.307119
640,8,30.329682
672,8,31.178434
704,8,31.052632
736,8,61.856744
768,8,31.702075
800,8,63.798234
832,8,64.862108
864,8,66.422871
896,8,64.910648
928,8,32.828166
960,8,62.202394
992,8,32.832918
1024,8,32.876062
1056,8,33.046073
1088,8,64.723651
1120,8,69.945833
1152,8,33.333776
1184,8,71.10838
1216,8,47.331692
1248,8,71.545336
1280,8,71.542324
1312,8,28.869335
1344,8,40.908235
1376,8,60.758654
1408,8,67.910103
1440,8,54.675029
1472,8,38.247655
1504,8,56.992004
